sample-id	input	filtered	percentage of input passed filter	denoised	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric
4112_bc1008--bc1075	33316	27023	81.11	26900	26888	80.71
4128_bc1005--bc1107	21887	16156	73.82	14992	14148	64.64
4170_bc1005--bc1096	34400	29109	84.62	28726	28651	83.29
4285_bc1022--bc1107	21090	18261	86.59	17925	17888	84.82
4296_bc1022--bc1060	54492	42356	77.73	39215	36300	66.62
4356_bc1005--bc1112	42335	33317	78.7	32830	32580	76.96
